FILENAME;\Hard Disk2\Result\strain_B.csv
PROTOCOL;synthetic_test
FILE_VERSION;3.3;
DATE START;2026-09-01;08:00:00
DATE END;2026-09-02;04:00:00;;Last Reading;120;Timestamp;0
DEVICE;BL000-SYNTH
USER;test;COMMENT;synthetic data, not a real experiment
PLATETYPE;MTP-96-Round;LOT;UNKOWN
MTP ROWS;8
MTP COLUMNS;12
FILTERSETS;1;REFERENCE_MODE;2;MULTI_PMT;0;

FILTERSET;FILTERNAME;EX [nm];EM [nm];LAYOUT;FILTERNR;GAIN;PHASESTATISTICSSIGMA;SIGNALQUALITYTOLERANCE;REFERENCE VALUE;EM2 [nm];GAIN2;PROCESS PARAMETER
 1;Biomass;620;620;96MTP;1;20;1.00;100.00;179.00;;;SET TEMPERATURE [°C];30.00
;;;;;;;;;;;;SET HUMIDITY [rH];85.00
;;;;;;;;;;;;SET O2 [%];20.95
;;;;;;;;;;;;SET CO2 [%];0.00
;;;;;;;;;;;;SET SHAKER FREQUENCY [rpm];1000.00
;;;;;;;;;;;;SET CYCLE TIME [min];10
;;;;;;;;;;;;SET EXP TIME [h];0

READING;WELLNUM;CONTENT;DESCRIPTION;FILTERSET;TIME [h];AMPLITUDE;PHASE;ACT TEMP [°C];ACT HUMIDITY [rH];ACT O2 [%];ACT CO2 [%];COMMENTS;TEMP CHAMBER;TEMP TABLE;TEMP BOTTLE
C61;B10;B1;;1;10.13095;8.59;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C61;B11;B1;;1;10.13690;7.40;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;10.16667;178.39;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C62;A01;X1;;1;10.17262;21.05;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C62;A02;X1;;1;10.17857;20.18;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C62;A03;X1;;1;10.18452;20.27;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C62;A04;X1;;1;10.19048;18.54;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C62;A05;X1;;1;10.19643;22.34;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C62;A06;X2;;1;10.20238;11.24;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C62;A07;X2;;1;10.20833;10.92;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C62;A08;X2;;1;10.21429;11.41;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C62;A09;X2;;1;10.22024;10.77;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C62;A10;X2;;1;10.22619;10.93;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C62;A11;X3;;1;10.23214;10.55;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C62;A12;X3;;1;10.23810;10.26;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C62;B01;X3;;1;10.24405;10.42;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C62;B02;X3;;1;10.25000;10.07;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C62;B03;X3;;1;10.25595;10.12;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C62;B04;X4;;1;10.26190;14.02;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C62;B05;X4;;1;10.26786;13.81;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C62;B06;X4;;1;10.27381;13.42;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C62;B07;X4;;1;10.27976;14.58;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C62;B08;X4;;1;10.28571;13.51;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C62;B09;B1;;1;10.29167;8.57;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C62;B10;B1;;1;10.29762;7.87;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C62;B11;B1;;1;10.30357;7.95;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;10.33333;176.85;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C63;A01;X1;;1;10.33929;21.44;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C63;A02;X1;;1;10.34524;20.52;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C63;A03;X1;;1;10.35119;20.88;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C63;A04;X1;;1;10.35714;19.13;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C63;A05;X1;;1;10.36310;22.76;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C63;A06;X2;;1;10.36905;11.64;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C63;A07;X2;;1;10.37500;10.89;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C63;A08;X2;;1;10.38095;11.39;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C63;A09;X2;;1;10.38690;10.96;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C63;A10;X2;;1;10.39286;10.16;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C63;A11;X3;;1;10.39881;10.77;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C63;A12;X3;;1;10.40476;10.72;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C63;B01;X3;;1;10.41071;10.41;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C63;B02;X3;;1;10.41667;10.60;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C63;B03;X3;;1;10.42262;10.56;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C63;B04;X4;;1;10.42857;13.70;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C63;B05;X4;;1;10.43452;14.06;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C63;B06;X4;;1;10.44048;13.94;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C63;B07;X4;;1;10.44643;14.24;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C63;B08;X4;;1;10.45238;13.52;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C63;B09;B1;;1;10.45833;8.19;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C63;B10;B1;;1;10.46429;7.55;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C63;B11;B1;;1;10.47024;8.11;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;10.50000;178.47;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C64;A01;X1;;1;10.50595;21.93;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C64;A02;X1;;1;10.51190;21.65;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C64;A03;X1;;1;10.51786;21.36;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C64;A04;X1;;1;10.52381;20.07;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C64;A05;X1;;1;10.52976;23.77;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C64;A06;X2;;1;10.53571;11.48;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C64;A07;X2;;1;10.54167;11.75;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C64;A08;X2;;1;10.54762;11.17;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C64;A09;X2;;1;10.55357;11.30;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C64;A10;X2;;1;10.55952;11.18;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C64;A11;X3;;1;10.56548;10.05;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C64;A12;X3;;1;10.57143;10.52;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C64;B01;X3;;1;10.57738;10.55;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C64;B02;X3;;1;10.58333;9.98;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C64;B03;X3;;1;10.58929;10.61;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C64;B04;X4;;1;10.59524;14.36;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C64;B05;X4;;1;10.60119;14.61;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C64;B06;X4;;1;10.60714;14.34;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C64;B07;X4;;1;10.61310;14.33;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C64;B08;X4;;1;10.61905;13.85;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C64;B09;B1;;1;10.62500;8.13;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C64;B10;B1;;1;10.63095;8.32;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C64;B11;B1;;1;10.63690;8.43;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;10.66667;176.34;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C65;A01;X1;;1;10.67262;21.54;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C65;A02;X1;;1;10.67857;21.50;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C65;A03;X1;;1;10.68452;21.64;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C65;A04;X1;;1;10.69048;19.57;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C65;A05;X1;;1;10.69643;23.74;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C65;A06;X2;;1;10.70238;11.80;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C65;A07;X2;;1;10.70833;11.07;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C65;A08;X2;;1;10.71429;11.94;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C65;A09;X2;;1;10.72024;10.92;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C65;A10;X2;;1;10.72619;10.87;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C65;A11;X3;;1;10.73214;11.20;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C65;A12;X3;;1;10.73810;10.30;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C65;B01;X3;;1;10.74405;9.75;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C65;B02;X3;;1;10.75000;9.96;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C65;B03;X3;;1;10.75595;10.76;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C65;B04;X4;;1;10.76190;14.93;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C65;B05;X4;;1;10.76786;14.88;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C65;B06;X4;;1;10.77381;14.37;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C65;B07;X4;;1;10.77976;14.12;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C65;B08;X4;;1;10.78571;13.80;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C65;B09;B1;;1;10.79167;8.36;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C65;B10;B1;;1;10.79762;7.50;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C65;B11;B1;;1;10.80357;7.86;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;10.83333;175.61;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C66;A01;X1;;1;10.83929;23.03;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C66;A02;X1;;1;10.84524;21.93;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C66;A03;X1;;1;10.85119;22.26;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C66;A04;X1;;1;10.85714;19.84;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C66;A05;X1;;1;10.86310;23.73;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C66;A06;X2;;1;10.86905;12.14;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C66;A07;X2;;1;10.87500;10.84;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C66;A08;X2;;1;10.88095;11.27;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C66;A09;X2;;1;10.88690;11.37;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C66;A10;X2;;1;10.89286;11.02;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C66;A11;X3;;1;10.89881;10.00;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C66;A12;X3;;1;10.90476;9.77;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C66;B01;X3;;1;10.91071;10.07;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C66;B02;X3;;1;10.91667;9.87;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C66;B03;X3;;1;10.92262;10.48;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C66;B04;X4;;1;10.92857;14.29;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C66;B05;X4;;1;10.93452;14.72;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C66;B06;X4;;1;10.94048;14.20;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C66;B07;X4;;1;10.94643;14.37;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C66;B08;X4;;1;10.95238;13.74;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C66;B09;B1;;1;10.95833;7.63;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C66;B10;B1;;1;10.96429;7.85;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C66;B11;B1;;1;10.97024;7.79;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;11.00000;178.13;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C67;A01;X1;;1;11.00595;23.39;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C67;A02;X1;;1;11.01190;22.81;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C67;A03;X1;;1;11.01786;23.04;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C67;A04;X1;;1;11.02381;21.18;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C67;A05;X1;;1;11.02976;24.66;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C67;A06;X2;;1;11.03571;12.10;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C67;A07;X2;;1;11.04167;10.66;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C67;A08;X2;;1;11.04762;11.80;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C67;A09;X2;;1;11.05357;11.20;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C67;A10;X2;;1;11.05952;11.22;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C67;A11;X3;;1;11.06548;11.06;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C67;A12;X3;;1;11.07143;9.64;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C67;B01;X3;;1;11.07738;10.38;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C67;B02;X3;;1;11.08333;10.09;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C67;B03;X3;;1;11.08929;10.38;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C67;B04;X4;;1;11.09524;14.93;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C67;B05;X4;;1;11.10119;15.05;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C67;B06;X4;;1;11.10714;14.56;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C67;B07;X4;;1;11.11310;14.65;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C67;B08;X4;;1;11.11905;14.60;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C67;B09;B1;;1;11.12500;8.19;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C67;B10;B1;;1;11.13095;8.25;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C67;B11;B1;;1;11.13690;7.69;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;11.16667;182.30;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C68;A01;X1;;1;11.17262;25.20;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C68;A02;X1;;1;11.17857;23.89;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C68;A03;X1;;1;11.18452;23.92;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C68;A04;X1;;1;11.19048;21.96;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C68;A05;X1;;1;11.19643;26.47;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C68;A06;X2;;1;11.20238;12.44;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C68;A07;X2;;1;11.20833;11.21;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C68;A08;X2;;1;11.21429;11.33;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C68;A09;X2;;1;11.22024;11.86;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C68;A10;X2;;1;11.22619;11.33;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C68;A11;X3;;1;11.23214;11.05;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C68;A12;X3;;1;11.23810;10.61;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C68;B01;X3;;1;11.24405;10.10;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C68;B02;X3;;1;11.25000;10.27;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C68;B03;X3;;1;11.25595;10.68;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C68;B04;X4;;1;11.26190;15.47;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C68;B05;X4;;1;11.26786;16.14;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C68;B06;X4;;1;11.27381;15.06;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C68;B07;X4;;1;11.27976;15.25;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C68;B08;X4;;1;11.28571;15.28;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C68;B09;B1;;1;11.29167;8.43;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C68;B10;B1;;1;11.29762;8.05;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C68;B11;B1;;1;11.30357;7.40;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;11.33333;177.37;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C69;A01;X1;;1;11.33929;24.54;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C69;A02;X1;;1;11.34524;23.99;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C69;A03;X1;;1;11.35119;23.80;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C69;A04;X1;;1;11.35714;22.13;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C69;A05;X1;;1;11.36310;25.96;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C69;A06;X2;;1;11.36905;11.70;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C69;A07;X2;;1;11.37500;11.32;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C69;A08;X2;;1;11.38095;11.58;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C69;A09;X2;;1;11.38690;11.48;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C69;A10;X2;;1;11.39286;11.33;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C69;A11;X3;;1;11.39881;11.04;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C69;A12;X3;;1;11.40476;9.99;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C69;B01;X3;;1;11.41071;10.08;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C69;B02;X3;;1;11.41667;9.57;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C69;B03;X3;;1;11.42262;10.09;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C69;B04;X4;;1;11.42857;15.22;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C69;B05;X4;;1;11.43452;15.38;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C69;B06;X4;;1;11.44048;14.28;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C69;B07;X4;;1;11.44643;15.45;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C69;B08;X4;;1;11.45238;14.43;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C69;B09;B1;;1;11.45833;7.78;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C69;B10;B1;;1;11.46429;8.07;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C69;B11;B1;;1;11.47024;8.06;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;11.50000;178.80;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C70;A01;X1;;1;11.50595;24.69;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C70;A02;X1;;1;11.51190;24.76;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C70;A03;X1;;1;11.51786;24.54;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C70;A04;X1;;1;11.52381;22.27;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C70;A05;X1;;1;11.52976;26.33;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C70;A06;X2;;1;11.53571;12.36;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C70;A07;X2;;1;11.54167;11.33;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C70;A08;X2;;1;11.54762;11.83;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C70;A09;X2;;1;11.55357;11.76;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C70;A10;X2;;1;11.55952;11.17;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C70;A11;X3;;1;11.56548;10.35;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C70;A12;X3;;1;11.57143;10.46;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C70;B01;X3;;1;11.57738;10.55;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C70;B02;X3;;1;11.58333;10.21;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C70;B03;X3;;1;11.58929;11.04;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C70;B04;X4;;1;11.59524;16.03;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C70;B05;X4;;1;11.60119;15.63;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C70;B06;X4;;1;11.60714;15.03;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C70;B07;X4;;1;11.61310;15.89;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C70;B08;X4;;1;11.61905;15.05;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C70;B09;B1;;1;11.62500;8.06;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C70;B10;B1;;1;11.63095;8.35;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C70;B11;B1;;1;11.63690;8.27;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;11.66667;178.12;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C71;A01;X1;;1;11.67262;25.83;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C71;A02;X1;;1;11.67857;24.87;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C71;A03;X1;;1;11.68452;25.16;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C71;A04;X1;;1;11.69048;22.83;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C71;A05;X1;;1;11.69643;26.95;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C71;A06;X2;;1;11.70238;11.82;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C71;A07;X2;;1;11.70833;11.12;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C71;A08;X2;;1;11.71429;12.07;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C71;A09;X2;;1;11.72024;12.05;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C71;A10;X2;;1;11.72619;11.20;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C71;A11;X3;;1;11.73214;10.90;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C71;A12;X3;;1;11.73810;10.04;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C71;B01;X3;;1;11.74405;9.94;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C71;B02;X3;;1;11.75000;9.94;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C71;B03;X3;;1;11.75595;10.46;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C71;B04;X4;;1;11.76190;15.71;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C71;B05;X4;;1;11.76786;16.07;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C71;B06;X4;;1;11.77381;15.81;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C71;B07;X4;;1;11.77976;15.72;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C71;B08;X4;;1;11.78571;14.66;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C71;B09;B1;;1;11.79167;8.00;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C71;B10;B1;;1;11.79762;7.69;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C71;B11;B1;;1;11.80357;8.03;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;11.83333;180.96;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C72;A01;X1;;1;11.83929;26.64;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C72;A02;X1;;1;11.84524;26.07;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
